Title.1;Title.2;Title.3;Title.4;Date;DiaSemana
MINDHUNTER; Temporada 1; Episodio 2;;lunes, 30 de octubre de 2017;2
MINDHUNTER; Temporada 1; Episodio 1;;lunes, 30 de octubre de 2017;2
La ley de los audaces; Temporada 7; Infama;;domingo, 29 de octubre de 2017;1
La ley de los audaces; Temporada 7; 100;;miércoles, 25 de octubre de 2017;4
La ley de los audaces; Temporada 7; Divulgación completa;;miércoles, 25 de octubre de 2017;4
La ley de los audaces; Temporada 7; Cosechas lo que siembras;;lunes, 23 de octubre de 2017;2
La ley de los audaces; Temporada 7; Viviendas en Brooklyn;;domingo, 22 de octubre de 2017;1
La ley de los audaces; Temporada 7; Divide y vencerás;;domingo, 22 de octubre de 2017;1
La ley de los audaces; Temporada 7; Pesadilla de lodo;;sábado, 21 de octubre de 2017;7
La ley de los audaces; Temporada 7; La estatua;;sábado, 21 de octubre de 2017;7
La ley de los audaces; Temporada 7; Arriesgarse en el juego;;sábado, 21 de octubre de 2017;7
How to Get Away With Murder; Temporada 1; Piloto;;domingo, 8 de octubre de 2017;1
Designated Survivor; Temporada 2; Un año;;domingo, 8 de octubre de 2017;1
The Fall; Temporada 1; Insolencia y vino;;domingo, 8 de octubre de 2017;1
El código Da Vinci;;;;sábado, 7 de octubre de 2017;7
Nuestros Amantes;;;;sábado, 7 de octubre de 2017;7
Quantico; Temporada 2; RESISTANCE;;sábado, 7 de octubre de 2017;7
Quantico; Temporada 2; RAINBOW;;jueves, 5 de octubre de 2017;5
Quantico; Temporada 2; GLOBALREACH;;martes, 3 de octubre de 2017;3
Quantico; Temporada 2; MHORDER;;lunes, 2 de octubre de 2017;2
Quantico; Temporada 2; KUMONK;;domingo, 1 de octubre de 2017;1
Quantico; Temporada 2; ODYOKE;;domingo, 1 de octubre de 2017;1
Quantico; Temporada 2; MKTOPAZ;;domingo, 1 de octubre de 2017;1
Quantico; Temporada 2; MOCKINGBIRD;;domingo, 1 de octubre de 2017;1
Quantico; Temporada 2; LNWILT;;domingo, 1 de octubre de 2017;1
Quantico; Temporada 2; EPICSHELTER;;domingo, 1 de octubre de 2017;1
Quantico; Temporada 2; FALLENORACLE;;viernes, 29 de septiembre de 2017;6
Quantico; Temporada 2; ZRTORCH;;viernes, 29 de septiembre de 2017;6
Quantico; Temporada 2; JMPALM;;viernes, 29 de septiembre de 2017;6
Quantico; Temporada 2; CLEOPATRA;;domingo, 24 de septiembre de 2017;1
Quantico; Temporada 2; ODENVY;;domingo, 24 de septiembre de 2017;1
Quantico; Temporada 2; LCFLUTTER;;sábado, 23 de septiembre de 2017;7
Quantico; Temporada 2; AQUILINE;;sábado, 23 de septiembre de 2017;7
Quantico; Temporada 2; KMFORGET;;sábado, 23 de septiembre de 2017;7
Narcos; Temporada 3; De vuelta a Cali;;sábado, 23 de septiembre de 2017;7
Narcos; Temporada 3; Todos los hombres del presidente;;sábado, 23 de septiembre de 2017;7
Narcos; Temporada 3; Convivir;;sábado, 23 de septiembre de 2017;7
Narcos; Temporada 3; Sin salida;;sábado, 23 de septiembre de 2017;7
Narcos; Temporada 3; El mejor plan;;sábado, 23 de septiembre de 2017;7
Narcos; Temporada 3; MRO;;sábado, 23 de septiembre de 2017;7
Narcos; Temporada 3; Jaque mate;;jueves, 21 de septiembre de 2017;5
Narcos; Temporada 3; Sigue el dinero;;jueves, 21 de septiembre de 2017;5
Narcos; Temporada 3; La KGB de Cali;;miércoles, 20 de septiembre de 2017;4
Narcos; Temporada 3; La estrategia del capo;;miércoles, 20 de septiembre de 2017;4
Narcos; Temporada 1; Descenso;;domingo, 17 de septiembre de 2017;1
Quantico; Temporada 2; KUBARK;;lunes, 4 de septiembre de 2017;2
Quantico; Temporada 2; STESCALADE;;domingo, 3 de septiembre de 2017;1
Quantico; Temporada 2; LIPSTICK;;domingo, 3 de septiembre de 2017;1
Quantico; Temporada 2; KUDOVE;;sábado, 2 de septiembre de 2017;7
Banking on Bitcoin;;;;sábado, 2 de septiembre de 2017;7
Contratiempo;;;;domingo, 27 de agosto de 2017;1
The Blacklist; Temporada 4; Señor Kaplan (N.° 4); Conclusión;domingo, 27 de agosto de 2017;1
The Blacklist; Temporada 4; Señor Kaplan (N.° 4);;domingo, 27 de agosto de 2017;1
The Blacklist; Temporada 4; El Cobrador (N.° 46);;viernes, 25 de agosto de 2017;6
The Blacklist; Temporada 4; Dr. Bogdan Krilov (N.° 29);;miércoles, 23 de agosto de 2017;4
The Blacklist; Temporada 4; Philomena (N.° 61);;miércoles, 23 de agosto de 2017;4
The Blacklist; Temporada 4; Réquiem;;domingo, 20 de agosto de 2017;1
The Blacklist; Temporada 4; Dembe Zuma (N.° 10);;domingo, 20 de agosto de 2017;1
The Blacklist; Temporada 4; El Boticario (N.° 59);;domingo, 20 de agosto de 2017;1
The Blacklist; Temporada 4; El Arquitecto (N.° 107);;domingo, 20 de agosto de 2017;1
The Blacklist; Temporada 4; Isabella Stone (N.° 34);;domingo, 20 de agosto de 2017;1
The Blacklist; Temporada 4; Natalie Luca (N.° 184);;domingo, 20 de agosto de 2017;1
The Blacklist; Temporada 4; El Harén (N.° 102);;domingo, 20 de agosto de 2017;1
The Blacklist; Temporada 4; El Pronosticador (N.º 163);;domingo, 20 de agosto de 2017;1
Lindas mentirosas; Temporada 1; Piloto;;domingo, 6 de agosto de 2017;1
Orphan Black; Temporada 5; Ahogar o acelerar;;domingo, 6 de agosto de 2017;1
Orphan Black; Temporada 5; Muñecas delgadas y esposadas;;sábado, 22 de julio de 2017;7
Ozark; Temporada 1; Azucarada;;sábado, 22 de julio de 2017;7
Comer, rezar, amar;;;;domingo, 16 de julio de 2017;1
The Fall; Temporada 1; Tinieblas visibles;;sábado, 15 de julio de 2017;7
The Fall; Temporada 1; La negra pendiente;;sábado, 15 de julio de 2017;7
Orphan Black; Temporada 5; El alivio de los millonarios;;sábado, 15 de julio de 2017;7
Orphan Black; Temporada 5; Las mujeres y los niños primero;;domingo, 2 de julio de 2017;1
Orphan Black; Temporada 5; Bajo su corazón;;domingo, 25 de junio de 2017;1
The Sniffer; Temporada 1; Episodio 1;;sábado, 24 de junio de 2017;7
Better Call Saul; Temporada 3; Farol;;martes, 20 de junio de 2017;3
Orphan Black; Temporada 5; Nidada de codicia;;martes, 20 de junio de 2017;3
Orphan Black; Temporada 5; Los pocos que se atreven;;lunes, 19 de junio de 2017;2
Better Call Saul; Temporada 3; Caída;;domingo, 18 de junio de 2017;1
Designated Survivor; Temporada 1; Prepárate para el impacto;;sábado, 17 de junio de 2017;7
House of Cards; Temporada 5; Capítulo 65;;jueves, 15 de junio de 2017;5
House of Cards; Temporada 5; Capítulo 64;;martes, 13 de junio de 2017;3
House of Cards; Temporada 5; Capítulo 63;;lunes, 12 de junio de 2017;2
House of Cards; Temporada 5; Capítulo 62;;domingo, 11 de junio de 2017;1
Orphan Black; Temporada 1; Selección natural;;domingo, 11 de junio de 2017;1
Designated Survivor; Temporada 1; Bombazo;;domingo, 11 de junio de 2017;1
House of Cards; Temporada 5; Capítulo 61;;sábado, 10 de junio de 2017;7
Better Call Saul; Temporada 3; Resbalón;;jueves, 8 de junio de 2017;5
House of Cards; Temporada 5; Capítulo 60;;miércoles, 7 de junio de 2017;4
House of Cards; Temporada 5; Capítulo 59;;martes, 6 de junio de 2017;3
House of Cards; Temporada 5; Capítulo 58;;jueves, 1 de junio de 2017;5
Robo en las alturas;;;;jueves, 1 de junio de 2017;5
House of Cards; Temporada 5; Capítulo 57;;miércoles, 31 de mayo de 2017;4
House of Cards; Temporada 5; Capítulo 56;;miércoles, 31 de mayo de 2017;4
House of Cards; Temporada 5; Capítulo 55;;martes, 30 de mayo de 2017;3
House of Cards; Temporada 5; Capítulo 54;;martes, 30 de mayo de 2017;3
House of Cards; Temporada 5; Capítulo 53;;martes, 30 de mayo de 2017;3
Dexter; Temporada 2; It's Alive!;;martes, 30 de mayo de 2017;3
Dexter; Temporada 1; Nacido libre;;martes, 30 de mayo de 2017;3
Dexter; Temporada 1; Truth Be Told;;lunes, 29 de mayo de 2017;2
Dexter; Temporada 1; Seeing Red;;domingo, 28 de mayo de 2017;1
Dexter; Temporada 1; Father Knows Best;;sábado, 27 de mayo de 2017;7
Dexter; Temporada 1; Shrink Wrap;;viernes, 26 de mayo de 2017;6
Dexter; Temporada 1; Círculo de amigos;;viernes, 26 de mayo de 2017;6
Dexter; Temporada 1; Devolver al remitente;;viernes, 26 de mayo de 2017;6
Dexter; Temporada 1; Love American Style;;viernes, 26 de mayo de 2017;6
Dexter; Temporada 1; Démosle una mano al chico;;jueves, 25 de mayo de 2017;5
Dexter; Temporada 1; Popping Cherry;;jueves, 25 de mayo de 2017;5
Dexter; Temporada 1; Crocodile;;jueves, 25 de mayo de 2017;5
Dexter; Temporada 1; Dexter;;jueves, 25 de mayo de 2017;5
Agente internacional;;;;jueves, 25 de mayo de 2017;5
El intruso;;;;jueves, 25 de mayo de 2017;5
Unbreakable Kimmy Schmidt; Temporada 1; ¡Kimmy sale del búnker!;;jueves, 25 de mayo de 2017;5
Designated Survivor; Temporada 1; Alianza improbable;;miércoles, 24 de mayo de 2017;4
Better Call Saul; Temporada 3; Gastos;;martes, 23 de mayo de 2017;3
Nerve;;;;lunes, 22 de mayo de 2017;2
Better Call Saul; Temporada 3; Segunda marca;;domingo, 21 de mayo de 2017;1
Requiem for the American Dream;;;;domingo, 21 de mayo de 2017;1
Designated Survivor; Temporada 1; Lázaro;;domingo, 21 de mayo de 2017;1
Designated Survivor; Temporada 1; El noveno juez;;domingo, 21 de mayo de 2017;1
Designated Survivor; Temporada 1; Política partidaria;;sábado, 20 de mayo de 2017;7
Designated Survivor; Temporada 1; Cien días;;sábado, 20 de mayo de 2017;7
Designated Survivor; Temporada 1; Comandante en jefe;;viernes, 19 de mayo de 2017;6
Designated Survivor; Temporada 1; El contrafuego;;viernes, 19 de mayo de 2017;6
Designated Survivor; Temporada 1; El fin del comienzo;;jueves, 18 de mayo de 2017;5
Designated Survivor; Temporada 1; Guerreros;;lunes, 15 de mayo de 2017;2
Better Call Saul; Temporada 3; Artimaña;;sábado, 13 de mayo de 2017;7
Better Call Saul; Temporada 3; Sabrosito;;viernes, 12 de mayo de 2017;6
Better Call Saul; Temporada 3; Costo irrecuperable;;viernes, 12 de mayo de 2017;6
Better Call Saul; Temporada 3; Testigo;;viernes, 12 de mayo de 2017;6
Better Call Saul; Temporada 3; Mabel;;jueves, 11 de mayo de 2017;5
Los 100; Temporada 3; Instanciación perversa (Parte 1);;lunes, 8 de mayo de 2017;2
Los 100; Temporada 3; Instanciación perversa (Parte 2);;domingo, 7 de mayo de 2017;1
Los 100; Temporada 3; Cielo rojo en la mañana;;sábado, 6 de mayo de 2017;7
Los 100; Temporada 3; Únete o muere;;sábado, 6 de mayo de 2017;7
Los 100; Temporada 3; Demonios;;viernes, 5 de mayo de 2017;6
Los 100; Temporada 3; Nunca más;;jueves, 4 de mayo de 2017;5
Los 100; Temporada 3; Caído;;jueves, 4 de mayo de 2017;5
Los 100; Temporada 3; Fuego robado;;miércoles, 3 de mayo de 2017;4
Los 100; Temporada 3; Términos y condiciones;;sábado, 29 de abril de 2017;7
Los 100; Temporada 3; Trece;;sábado, 29 de abril de 2017;7
Los 100; Temporada 3; Cosecha amarga;;jueves, 27 de abril de 2017;5
Los 100; Temporada 3; Ten fe;;sábado, 8 de abril de 2017;7
Los 100; Temporada 3; Vigilen los tronos;;viernes, 7 de abril de 2017;6
Los 100; Temporada 3; Ustedes, los que entran aquí;;jueves, 6 de abril de 2017;5
Los 100; Temporada 3; Wanheda (Parte 2);;lunes, 3 de abril de 2017;2
Los 100; Temporada 3; Wanheda (Parte 1);;lunes, 3 de abril de 2017;2
Los 100; Temporada 2; Sangre debe tener sangre (Parte 2);;sábado, 1 de abril de 2017;7
Los 100; Temporada 2; Sangre debe tener sangre (Parte 1);;sábado, 1 de abril de 2017;7
Los 100; Temporada 2; Guardaespaldas de mentiras;;sábado, 1 de abril de 2017;7
Los 100; Temporada 2; Resurrección;;viernes, 31 de marzo de 2017;6
Los 100; Temporada 2; Rubicon;;viernes, 31 de marzo de 2017;6
Los 100; Temporada 2; Golpe de gracia;;viernes, 31 de marzo de 2017;6
Los 100; Temporada 2; La supervivencia de los más aptos;;viernes, 31 de marzo de 2017;6
Los 100; Temporada 2; Recuérdame;;viernes, 31 de marzo de 2017;6
Los 100; Temporada 2; Caminante espacial;;miércoles, 29 de marzo de 2017;4
Los 100; Temporada 2; Larga caída al abismo;;martes, 28 de marzo de 2017;3
Los 100; Temporada 2; Nubes de guerra;;lunes, 27 de marzo de 2017;2
Los 100; Temporada 2; Pruebas humanas;;domingo, 26 de marzo de 2017;1
Los 100; Temporada 2; Muchos encuentros felices;;sábado, 25 de marzo de 2017;7
Los 100; Temporada 2; Repercusiones;;sábado, 25 de marzo de 2017;7
Los 100; Temporada 2; El inclemente monte Weather;;sábado, 25 de marzo de 2017;7
Los 100; Temporada 2; Los 48;;jueves, 23 de marzo de 2017;5
Los 100; Temporada 1; Somos terrestres (Parte 2);;jueves, 23 de marzo de 2017;5
Los 100; Temporada 1; Somos terrestres (Parte 1);;jueves, 23 de marzo de 2017;5
Los 100; Temporada 1; La calma;;jueves, 23 de marzo de 2017;5
Los 100; Temporada 1; Me convierto en la muerte;;miércoles, 22 de marzo de 2017;4
Los 100; Temporada 1; Día de la unidad;;martes, 21 de marzo de 2017;3
Los 100; Temporada 1; Viaje de un día;;martes, 21 de marzo de 2017;3
Los 100; Temporada 1; Bajo presión;;lunes, 20 de marzo de 2017;2
Los 100; Temporada 1; El guardián de su hermana;;lunes, 20 de marzo de 2017;2
Los 100; Temporada 1; El último destello del crepúsculo;;lunes, 20 de marzo de 2017;2
Los 100; Temporada 1; La ley de Murphy;;lunes, 20 de marzo de 2017;2
Los 100; Temporada 1; Morir en la Tierra;;sábado, 18 de marzo de 2017;7
Los 100; Temporada 1; Sobrevivir en la Tierra;;viernes, 17 de marzo de 2017;6
Los 100; Temporada 1; Piloto;;jueves, 16 de marzo de 2017;5
Ray Donovan; Temporada 1; Bucky Maldito Dent;;viernes, 10 de marzo de 2017;6
Ray Donovan; Temporada 1; Noche de pelea;;jueves, 9 de marzo de 2017;5
Ray Donovan; Temporada 1; El viaje;;jueves, 9 de marzo de 2017;5
Ray Donovan; Temporada 1; Bridget;;jueves, 9 de marzo de 2017;5
Ray Donovan; Temporada 1; Nuevo cumpleaños;;miércoles, 8 de marzo de 2017;4
Ray Donovan; Temporada 1; Fiesta de estreno;;martes, 7 de marzo de 2017;3
Ray Donovan; Temporada 1; El golem;;martes, 7 de marzo de 2017;3
Ray Donovan; Temporada 1; Cadillac negro;;martes, 7 de marzo de 2017;3
Ray Donovan; Temporada 1; Twerk;;lunes, 6 de marzo de 2017;2
Ray Donovan; Temporada 1; Una boca es una boca;;lunes, 6 de marzo de 2017;2
Ray Donovan; Temporada 1; La bolsa o el bate;;lunes, 6 de marzo de 2017;2
Zack y Miri en Hagamos una porno;;;;jueves, 2 de marzo de 2017;5
En nombre del amor;;;;lunes, 27 de febrero de 2017;2
Dos más dos;;;;martes, 21 de febrero de 2017;3
Crímenes americanos; Temporada 1; El veredicto;;martes, 7 de febrero de 2017;3
Crímenes americanos; Temporada 1; Maná del Cielo;;martes, 7 de febrero de 2017;3
Crímenes americanos; Temporada 1; Un jurado en la cárcel;;martes, 7 de febrero de 2017;3
Crímenes americanos; Temporada 1; Teorías de conspiración;;martes, 7 de febrero de 2017;3
Crímenes americanos; Temporada 1; Marcia, Marcia, Marcia;;lunes, 6 de febrero de 2017;2
Crímenes americanos; Temporada 1; La carta racista;;lunes, 6 de febrero de 2017;2
Crímenes americanos; Temporada 1; Maestría internacional;;lunes, 6 de febrero de 2017;2
Crímenes americanos; Temporada 1; El equipo de ensueño;;lunes, 6 de febrero de 2017;2
Crímenes americanos; Temporada 1; La carrera de su vida;;sábado, 4 de febrero de 2017;7
Prison Break; Temporada 4; Evasión final;;viernes, 3 de febrero de 2017;6
Crímenes americanos; Temporada 1; De las cenizas de la tragedia;;viernes, 3 de febrero de 2017;6
Prison Break; Temporada 4; Asesinando tu número;;jueves, 2 de febrero de 2017;5
Prison Break; Temporada 4; Tarifas de intercambio;;miércoles, 1 de febrero de 2017;4
Prison Break; Temporada 4; Vaqueros e indios;;martes, 31 de enero de 2017;3
Prison Break; Temporada 4; H.D.P.;;martes, 31 de enero de 2017;3
Prison Break; Temporada 4; Vs.;;martes, 31 de enero de 2017;3
Prison Break; Temporada 4; Mina de oro;;martes, 31 de enero de 2017;3
Prison Break; Temporada 4; El estado del sol;;lunes, 30 de enero de 2017;2
Quiero matar a mi jefe;;;;lunes, 30 de enero de 2017;2
Son como niños 2;;;;domingo, 29 de enero de 2017;1
El tirador; Temporada 1; Primer contacto;;sábado, 28 de enero de 2017;7
El tirador; Temporada 1; Ventaja balística;;viernes, 13 de enero de 2017;6
Crisis; Temporada 1; Ahí está;;martes, 10 de enero de 2017;3
Crisis; Temporada 1; No sabes qué es la guerra;;martes, 10 de enero de 2017;3
El tirador; Temporada 1; Rojo sobre rojo;;lunes, 9 de enero de 2017;2
Quantico; Temporada 1; Sí;;sábado, 7 de enero de 2017;7
Quantico; Temporada 1; Justo;;sábado, 7 de enero de 2017;7
Quantico; Temporada 1; Conduce;;sábado, 7 de enero de 2017;7
Quantico; Temporada 1; Rápido;;sábado, 7 de enero de 2017;7
Quantico; Temporada 1; Pronto;;sábado, 7 de enero de 2017;7
Quantico; Temporada 1; Cuidado;;viernes, 6 de enero de 2017;6
Quantico; Temporada 1; Clave;;viernes, 6 de enero de 2017;6
Quantico; Temporada 1; Giro;;viernes, 6 de enero de 2017;6
Quantico; Temporada 1; Respuesta;;viernes, 6 de enero de 2017;6
Quantico; Temporada 1; Claro;;viernes, 6 de enero de 2017;6
Quantico; Temporada 1; Alex;;jueves, 5 de enero de 2017;5
Quantico; Temporada 1; Dentro;;miércoles, 4 de enero de 2017;4
Quantico; Temporada 1; Quántico;;martes, 3 de enero de 2017;3
Quantico; Temporada 1; Culpable;;lunes, 2 de enero de 2017;2
Quantico; Temporada 1; Acabará;;lunes, 2 de enero de 2017;2
Último viaje a Las Vegas;;;;sábado, 31 de diciembre de 2016;7
Quantico; Temporada 1; Vete;;viernes, 30 de diciembre de 2016;6
Quantico; Temporada 1; Dios;;viernes, 30 de diciembre de 2016;6
Quantico; Temporada 1; Encontrado;;viernes, 30 de diciembre de 2016;6
Carlos Ballarta - El amor es de putos;;;;viernes, 30 de diciembre de 2016;6
El tirador; Temporada 1; Zona de peligro;;jueves, 29 de diciembre de 2016;5
El tirador; Temporada 1; Punto de impacto;;jueves, 29 de diciembre de 2016;5
Quantico; Temporada 1; Mata;;miércoles, 28 de diciembre de 2016;4
Quantico; Temporada 1; Tapadera;;martes, 27 de diciembre de 2016;3
Quantico; Temporada 1; EE. UU.;;martes, 27 de diciembre de 2016;3
Quantico; Temporada 1; Corre;;martes, 27 de diciembre de 2016;3
Designated Survivor; Temporada 1; El juramento;;lunes, 26 de diciembre de 2016;2
Designated Survivor; Temporada 1; El plan;;lunes, 26 de diciembre de 2016;2
Loco por ella;;;;lunes, 26 de diciembre de 2016;2
Una familia numerosa;;;;lunes, 26 de diciembre de 2016;2
Designated Survivor; Temporada 1; Los resultados;;lunes, 26 de diciembre de 2016;2
Homeland; Temporada 4; Un regreso esperado;;viernes, 23 de diciembre de 2016;6
Homeland; Temporada 4; Krieg Nicht Lieb;;viernes, 23 de diciembre de 2016;6
Homeland; Temporada 4; 13 horas en Islamabad;;viernes, 23 de diciembre de 2016;6
Mi segunda vez;;;;viernes, 23 de diciembre de 2016;6
El tirador; Temporada 1; Zona de impacto;;jueves, 22 de diciembre de 2016;5
Llámame Francisco; Temporada 1; El jesuita;;jueves, 22 de diciembre de 2016;5
El hombre que conocía el infinito;;;;miércoles, 21 de diciembre de 2016;4
Designated Survivor; Temporada 1; El traidor;;miércoles, 21 de diciembre de 2016;4
Homeland; Temporada 4; Acerca de un niño;;sábado, 17 de diciembre de 2016;7
12 monos; Temporada 1; Atari;;sábado, 17 de diciembre de 2016;7
Zeitgeist - The movie;;;;sábado, 17 de diciembre de 2016;7
El tirador; Temporada 1; Fuego especulativo;;miércoles, 14 de diciembre de 2016;4
American Pie - Una carrera al desnudo;;;;martes, 13 de diciembre de 2016;3
El tirador; Temporada 1; Cobertura;;martes, 13 de diciembre de 2016;3
El tirador; Temporada 1; Musa Qala;;martes, 13 de diciembre de 2016;3
El tirador; Temporada 1; Exfiltración;;lunes, 12 de diciembre de 2016;2
Designated Survivor; Temporada 1; El interrogatorio;;lunes, 12 de diciembre de 2016;2
12 monos; Temporada 1; El complejo de Cassandra;;lunes, 12 de diciembre de 2016;2
12 monos; Temporada 1; Desajuste mental;;domingo, 11 de diciembre de 2016;1
Designated Survivor; Temporada 1; La misión;;martes, 6 de diciembre de 2016;3
The Americans; Temporada 3; 8 de marzo de 1983;;martes, 6 de diciembre de 2016;3
The Americans; Temporada 3; Yo soy Abassin Zadran;;martes, 6 de diciembre de 2016;3
The Americans; Temporada 3; Un día en la vida de Anton Baklanov;;lunes, 5 de diciembre de 2016;2
The Americans; Temporada 3; Verdades;;lunes, 5 de diciembre de 2016;2
The Americans; Temporada 3; ¿Los robots del correo sueñan con ovejas eléctricas?;;viernes, 2 de diciembre de 2016;6
12 monos; Temporada 1; Fragmentación;;viernes, 2 de diciembre de 2016;6
Designated Survivor; Temporada 1; El enemigo;;jueves, 1 de diciembre de 2016;5
The Americans; Temporada 3; Despojo;;jueves, 1 de diciembre de 2016;5
The Americans; Temporada 3; Walter Taffet;;jueves, 1 de diciembre de 2016;5
The Americans; Temporada 3; Volver a nacer;;miércoles, 30 de noviembre de 2016;4
The Americans; Temporada 3; El paso de Salang;;miércoles, 30 de noviembre de 2016;4
The Americans; Temporada 3; La bolsa;;miércoles, 30 de noviembre de 2016;4
The Americans; Temporada 3; Casa en venta;;miércoles, 30 de noviembre de 2016;4
The Americans; Temporada 3; La maleta;;martes, 29 de noviembre de 2016;3
The Americans; Temporada 3; Hombres del grupo;;martes, 29 de noviembre de 2016;3
The Americans; Temporada 2; Eco;;lunes, 28 de noviembre de 2016;2
The Americans; Temporada 2; Operación crónica;;lunes, 28 de noviembre de 2016;2
The Americans; Temporada 2; Furtivos;;lunes, 28 de noviembre de 2016;2
The Americans; Temporada 2; Yousaf;;domingo, 27 de noviembre de 2016;1
The Americans; Temporada 2; Martial Eagle;;viernes, 25 de noviembre de 2016;6
The Americans; Temporada 2; Auto nuevo;;jueves, 24 de noviembre de 2016;5
The Americans; Temporada 2; Arpanet;;jueves, 24 de noviembre de 2016;5
The Americans; Temporada 2; Detrás de la puerta roja;;miércoles, 23 de noviembre de 2016;4
The Americans; Temporada 2; El acuerdo;;miércoles, 23 de noviembre de 2016;4
The Americans; Temporada 2; Una pequeña serenata nocturna;;miércoles, 23 de noviembre de 2016;4
Designated Survivor; Temporada 1; La confesión;;miércoles, 23 de noviembre de 2016;4
The Americans; Temporada 2; El voluntario;;lunes, 21 de noviembre de 2016;2
The Americans; Temporada 2; Cardinal;;lunes, 21 de noviembre de 2016;2
The Americans; Temporada 2; Camaradas;;lunes, 21 de noviembre de 2016;2
The Americans; Temporada 1; El coronel;;lunes, 21 de noviembre de 2016;2
The Americans; Temporada 1; El juramento;;lunes, 21 de noviembre de 2016;2
Infiltrado; Temporada 1; Piloto;;domingo, 20 de noviembre de 2016;1
The Americans; Temporada 1; Guerra encubierta;;sábado, 19 de noviembre de 2016;7
The Americans; Temporada 1; Solo tú;;sábado, 19 de noviembre de 2016;7
The Americans; Temporada 1; Casa segura;;sábado, 19 de noviembre de 2016;7
The Americans; Temporada 1; Destrucción mutua asegurada;;viernes, 18 de noviembre de 2016;6
The Americans; Temporada 1; Deber y dolor;;viernes, 18 de noviembre de 2016;6
The Americans; Temporada 1; Confía en mí;;jueves, 17 de noviembre de 2016;5
The Americans; Temporada 1; El contacto;;jueves, 17 de noviembre de 2016;5
Crisis; Temporada 1; ¿Hasta dónde llegarías?;;miércoles, 16 de noviembre de 2016;4
The Americans; Temporada 1; El control;;miércoles, 16 de noviembre de 2016;4
The Americans; Temporada 1; Gregory;;miércoles, 16 de noviembre de 2016;4
The Americans; Temporada 1; El reloj;;miércoles, 16 de noviembre de 2016;4
Crisis; Temporada 1; Bienvenida;;martes, 15 de noviembre de 2016;3
Crisis; Temporada 1; Ahí viene;;martes, 15 de noviembre de 2016;3
Crisis; Temporada 1; Alianzas designadas;;martes, 15 de noviembre de 2016;3
Crisis; Temporada 1; Se suponía que nos íbamos a ayudar;;lunes, 14 de noviembre de 2016;2
Crisis; Temporada 1; ¿Qué te hicieron?;;lunes, 14 de noviembre de 2016;2
Crisis; Temporada 1; Si ven esto, estoy muerto;;lunes, 14 de noviembre de 2016;2
Crisis; Temporada 1; Piloto;;lunes, 14 de noviembre de 2016;2
The Americans; Temporada 1; Piloto;;lunes, 14 de noviembre de 2016;2
Designated Survivor; Temporada 1; El primer día;;domingo, 13 de noviembre de 2016;1
Designated Survivor; Temporada 1; Piloto;;domingo, 13 de noviembre de 2016;1
Burn Notice; Temporada 1; Piloto (Parte 1);;sábado, 12 de noviembre de 2016;7
Scorpion; Temporada 2; Bastardo;;sábado, 12 de noviembre de 2016;7
The Killing; Temporada 2; Lo que sé;;viernes, 11 de noviembre de 2016;6
The Killing; Temporada 2; Víctor o Victoria;;viernes, 11 de noviembre de 2016;6
The Killing; Temporada 2; Bulldog;;viernes, 11 de noviembre de 2016;6
The Killing; Temporada 2; 72 horas;;viernes, 11 de noviembre de 2016;6
The Killing; Temporada 2; Sayonara Hiawatha;;viernes, 11 de noviembre de 2016;6
The Killing; Temporada 2; Fuera de la reserva;;jueves, 10 de noviembre de 2016;5
The Killing; Temporada 2; Keylela;;jueves, 10 de noviembre de 2016;5
The Killing; Temporada 2; Aperturas;;jueves, 10 de noviembre de 2016;5
The Killing; Temporada 2; Fantasmas del pasado;;jueves, 10 de noviembre de 2016;5
The Killing; Temporada 2; Ogi Jun;;miércoles, 9 de noviembre de 2016;4
The Killing; Temporada 2; Insensibilizado;;miércoles, 9 de noviembre de 2016;4
The Killing; Temporada 2; Mi día de suerte;;miércoles, 9 de noviembre de 2016;4
The Killing; Temporada 2; Reflejos;;miércoles, 9 de noviembre de 2016;4
The Killing; Temporada 1; El descenso de Orfeo;;martes, 8 de noviembre de 2016;3
The Killing; Temporada 1; Beau Soleil;;martes, 8 de noviembre de 2016;3
The Killing; Temporada 1; Desaparecido;;martes, 8 de noviembre de 2016;3
The Killing; Temporada 1; Ya te avisaré cuando llegue;;martes, 8 de noviembre de 2016;3
The Killing; Temporada 1; Contra corriente;;lunes, 7 de noviembre de 2016;2
The Killing; Temporada 1; Obstaculizados;;lunes, 7 de noviembre de 2016;2
The Killing; Temporada 1; Venganza;;lunes, 7 de noviembre de 2016;2
The Killing; Temporada 1; Lo que te queda;;lunes, 7 de noviembre de 2016;2
The Killing; Temporada 1; Super 8;;lunes, 7 de noviembre de 2016;2
The Killing; Temporada 1; Un eco insonoro;;lunes, 7 de noviembre de 2016;2
Scorpion; Temporada 2; Tormenta de nieve;;domingo, 6 de noviembre de 2016;1
The Killing; Temporada 1; El diablo;;domingo, 6 de noviembre de 2016;1
Scorpion; Temporada 2; Maldita presa;;viernes, 4 de noviembre de 2016;6
Scorpion; Temporada 2; La vieja escuela;;jueves, 3 de noviembre de 2016;5
Scorpion; Temporada 2; Llegadas y salidas;;miércoles, 2 de noviembre de 2016;4
Scorpion; Temporada 2; EE. UU. contra la ONU contra el Reino Unido;;miércoles, 2 de noviembre de 2016;4
